Time (s),X-Axis (m/s2),Y- Axis (m/s2),Z-Axis (m/s2)
250.46,0.022857417,0.023424063,3.90E-05
250.48,0.022914828,0.023388433,-3.64E-05
250.5,0.02293417,0.02340284,-3.51E-05
250.52,0.022917131,0.023395249,-8.13E-06
250.54,0.02288428,0.023427471,6.43E-05
250.56,0.022877987,0.023445595,-7.75E-05
250.58,0.022926187,0.023409966,-5.94E-05
250.6,0.022917898,0.023433202,6.04E-05
250.62,0.022894412,0.023425767,-2.47E-05
250.64,0.02285972,0.023441723,-2.45E-05
250.66,0.022848667,0.023440173,-3.22E-05
250.68,0.022881517,0.023423908,3.61E-05
250.7,0.022902548,0.023441258,0
250.72,0.022902087,0.023412599,-0.000104009
250.74,0.022852351,0.023428865,3.13E-05
250.76,0.022829786,0.023423908,4.65E-05
250.78,0.022875838,0.023394784,-2.96E-05
250.8,0.022885509,0.023391376,-7.56E-05
250.82,0.022903469,0.023418951,3.02E-05
250.84,0.022872614,0.023421119,3.27E-05
250.86,0.022867702,0.023385645,-6.75E-05
250.88,0.022899017,0.023388278,-1.67E-05
250.9,0.022891035,0.02340315,4.20E-05
250.92,0.02290178,0.02341043,-2.81E-05
250.94,0.022906385,0.023409966,-5.22E-05
250.96,0.022923117,0.023426386,2.61E-05
250.98,0.022893184,0.023426541,-1.56E-05
251,0.022876298,0.023425612,-3.37E-05
251.02,0.022909302,0.023417401,1.55E-05
251.04,0.022897328,0.023417866,-1.75E-05
251.06,0.022889039,0.023435061,-1.83E-05
251.08,0.02282165,0.023441258,-3.31E-05
251.1,0.022858185,0.023425147,2.15E-06
251.12,0.022885662,0.0234284,2.81E-05
251.14,0.022873996,0.02339339,-5.97E-05
251.16,0.022864632,0.023410121,-6.14E-06
251.18,0.022821343,0.023442187,2.45E-05
251.2,0.022858338,0.023420035,9.82E-06
251.22,0.022918512,0.023400051,-5.61E-05
251.24,0.022950595,0.023385645,-2.79E-05
251.26,0.022905618,0.023418486,2.16E-05
251.28,0.022874149,0.023429949,7.36E-06
251.3,0.022877526,0.023409656,-6.46E-05
251.32,0.022941692,0.023411515,-2.95E-05
251.34,0.022953972,0.023415542,7.87E-05
251.36,0.022902548,0.023414923,-5.34E-05
251.38,0.022833163,0.023432583,-5.12E-05
251.4,0.022860487,0.023420035,1.52E-05
251.42,0.022886583,0.023408571,1.96E-05
251.44,0.022874917,0.023409966,-3.14E-05
251.46,0.022864632,0.023421119,-3.77E-05
251.48,0.022836233,0.023448539,3.08E-05
251.5,0.022863097,0.02342902,-1.06E-05
251.52,0.022890574,0.023392925,-3.64E-05
251.54,0.022870158,0.023429485,-4.14E-06
251.56,0.022900092,0.023412289,-2.01E-05
251.58,0.022886123,0.023412134,-5.22E-06
251.6,0.022874456,0.023420964,5.68E-06
251.62,0.022922657,0.023420655,-9.66E-06
251.64,0.022904236,0.023413838,-2.88E-05
251.66,0.0229311,0.023397728,-2.72E-05
251.68,0.022912525,0.023411515,-1.84E-05
251.7,0.022891342,0.023415697,4.83E-05
251.72,0.022870926,0.023415078,-3.54E-05
251.74,0.02288643,0.023413374,-3.56E-05
251.76,0.022904543,0.023412754,-1.35E-05
251.78,0.022878601,0.023415388,-1.84E-06
251.8,0.022859566,0.02342871,3.19E-05
251.82,0.022843448,0.023423133,-6.23E-05
251.84,0.022851123,0.023424682,2.61E-06
251.86,0.022885816,0.023421584,-1.44E-05
251.88,0.022903929,0.023423598,-5.22E-06
251.9,0.022864632,0.023419415,-7.98E-06
251.92,0.022865706,0.023423443,1.27E-05
251.94,0.02287154,0.02343785,-3.76E-05
251.96,0.02291974,0.02341136,-5.92E-05
251.98,0.022932174,0.023416627,2.82E-05
252,0.022891956,0.023420035,1.23E-05
252.02,0.022900552,0.023401136,-3.28E-05
252.04,0.022879061,0.023432738,-2.50E-05
252.06,0.02290792,0.02341074,-1.23E-06
252.08,0.02293463,0.023387194,1.84E-06
252.1,0.022902087,0.023401755,-1.06E-05
252.12,0.022875991,0.023415078,-4.82E-05
252.14,0.022858645,0.023416317,2.39E-05
252.16,0.022871847,0.023404389,-5.22E-06
252.18,0.022894412,0.023406093,-5.26E-05
252.2,0.022882899,0.023425147,1.90E-05
252.22,0.022842681,0.023423133,1.95E-05
252.24,0.022836847,0.023430259,-5.11E-05
252.26,0.02288643,0.023412134,-3.11E-05
252.28,0.022895179,0.023411515,2.99E-05
252.3,0.022873842,0.023415697,-1.35E-05
252.32,0.022871079,0.023432118,-7.67E-06
252.34,0.022885969,0.023448849,-1.83E-05
252.36,0.022936165,0.023430569,-3.07E-05
252.38,0.022923117,0.023417556,-7.67E-06
252.4,0.022909148,0.02341105,-4.76E-06
252.42,0.022906385,0.023431808,-8.74E-06
252.44,0.022890114,0.02342019,-2.45E-06
252.46,0.022889193,0.023412134,-4.85E-05
252.48,0.022921889,0.023409656,7.52E-06
252.5,0.022902241,0.023406558,1.61E-05
252.52,0.022857878,0.023413838,-4.63E-05
252.54,0.022859413,0.023407952,-4.45E-06
252.56,0.022850049,0.023393235,-1.27E-05
252.58,0.022843909,0.023408417,8.74E-06
252.6,0.022874456,0.023407487,-2.18E-05
252.62,0.022861562,0.023426696,-2.10E-05
252.64,0.022874303,0.023416937,2.64E-05
252.66,0.022901166,0.023413064,-1.60E-05
252.68,0.022866474,0.023429485,-5.20E-05
252.7,0.02291099,0.023408107,-2.18E-05
252.72,0.022932481,0.023434752,5.43E-05
252.74,0.02290439,0.023436301,-1.46E-05
252.76,0.022915442,0.023418641,-9.37E-05
252.78,0.022906846,0.02344575,1.26E-05
252.8,0.022905464,0.023417092,2.95E-05
252.82,0.022910069,0.023403924,-1.37E-05
252.84,0.022879061,0.023421119,-2.22E-05
252.86,0.022873382,0.023425612,-3.74E-05
252.88,0.022859413,0.02342902,-4.65E-05
252.9,0.022879215,0.023410895,7.32E-05
252.92,0.022893798,0.023393235,-2.29E-05
252.94,0.022841913,0.023401291,-2.62E-05
252.96,0.022848821,0.023407642,-1.52E-05
252.98,0.022863864,0.023412444,-4.00E-05
253,0.022897175,0.023400361,1.56E-05
253.02,0.022919587,0.023415542,1.15E-05
253.04,0.02286893,0.023430414,-1.53E-05
253.06,0.022855882,0.02341957,-2.85E-05
253.08,0.022890881,0.023426386,-3.57E-05
253.1,0.022947525,0.023408571,-6.29E-06
253.12,0.022924652,0.023405008,1.23E-05
253.14,0.022893184,0.023442032,2.76E-06
253.16,0.0228895,0.023453496,-3.67E-05
253.18,0.022901166,0.023425612,-6.73E-05
253.2,0.022919126,0.02340284,2.67E-05
253.22,0.022905771,0.023397108,1.78E-05
253.24,0.022857264,0.023436765,1.99E-06
253.26,0.022867241,0.023412289,-5.00E-05
253.28,0.022861101,0.023405163,-2.36E-05
253.3,0.02286939,0.023408417,3.53E-06
253.32,0.022895026,0.023416627,1.06E-05
253.34,0.022854193,0.023429794,-2.07E-05
253.36,0.022841759,0.023403459,-2.68E-05
253.38,0.022864478,0.023404234,-1.86E-05
253.4,0.022907767,0.023413529,2.15E-06
253.42,0.022908534,0.023407487,2.12E-05
253.44,0.02289303,0.023417401,-3.24E-05
253.46,0.022905311,0.023420964,-2.62E-05
253.48,0.022916824,0.023427626,-5.98E-06
253.5,0.022902701,0.0234284,-2.42E-05
253.52,0.022916056,0.023407332,1.23E-06
253.54,0.022908841,0.023404854,-3.07E-07
253.56,0.022899785,0.023416782,-3.11E-05
253.58,0.02286939,0.023424218,-2.49E-05
253.6,0.02285665,0.023427781,-2.45E-06
253.62,0.02289564,0.023413529,2.15E-06
253.64,0.022895179,0.023412289,2.24E-05
253.66,0.022856342,0.023420809,-5.69E-05
253.68,0.022840838,0.023412754,-5.25E-05
253.7,0.022856035,0.023415852,4.07E-05
253.72,0.022882131,0.023409346,5.98E-06
253.74,0.022914675,0.023406558,-1.84E-06
253.76,0.022891495,0.023423753,-3.14E-05
253.78,0.022868776,0.023425302,-5.42E-05
253.8,0.022889193,0.02341043,1.09E-05
253.82,0.022916977,0.023412134,2.41E-05
253.84,0.022903929,0.023405783,-2.70E-05
253.86,0.02288996,0.023410585,-4.28E-05
253.88,0.022909762,0.023434752,6.90E-06
253.9,0.022876605,0.023423598,-7.67E-06
253.92,0.022907153,0.0234016,-1.32E-05
253.94,0.022908227,0.023418951,1.99E-06
253.96,0.022881978,0.023408107,-3.56E-05
253.98,0.022863097,0.023421584,-2.55E-05
254,0.022887197,0.023418176,3.45E-05
254.02,0.022886583,0.02341167,-2.53E-05
254.04,0.022875224,0.023416317,-4.31E-05
254.06,0.022882745,0.023408107,3.02E-05
254.08,0.022844369,0.023417247,-2.98E-05
254.1,0.022882899,0.023403769,-6.60E-06
254.12,0.022875684,0.023420964,-5.52E-06
254.14,0.022867088,0.023429794,-1.41E-05
254.16,0.022899785,0.023423443,-7.98E-06
254.18,0.022905771,0.023416162,-8.13E-06
254.2,0.022886583,0.023402065,-2.30E-05
254.22,0.022901627,0.023420345,-7.36E-06
254.24,0.022880289,0.023422823,-1.18E-05
254.26,0.022916977,0.02340253,-1.17E-05
254.28,0.022939696,0.023423133,-1.10E-05
254.3,0.022900399,0.02342933,-2.95E-05
254.32,0.022881978,0.023418331,-3.07E-06
254.34,0.022878908,0.023414923,5.52E-06
254.36,0.022903622,0.023393235,-1.98E-05
254.38,0.022880596,0.023409811,-1.53E-05
254.4,0.022834084,0.023421894,-2.65E-05
254.42,0.022829633,0.023423753,7.67E-07
254.44,0.022885969,0.023414613,1.98E-05
254.46,0.022883513,0.023395559,-3.45E-05
254.48,0.022861562,0.023404389,-2.13E-05
254.5,0.022853272,0.023427781,-7.21E-06
254.52,0.022895947,0.023426541,3.05E-05
254.54,0.022911758,0.023408726,-3.47E-05
254.56,0.022922196,0.023409811,-3.87E-05
254.58,0.022895026,0.023430104,-1.78E-05
254.6,0.022900706,0.023440328,7.52E-06
254.62,0.022940463,0.023412754,1.37E-05
254.64,0.022900245,0.023406558,-4.26E-05
254.66,0.022915596,0.023421274,-2.82E-05
254.68,0.02286279,0.023425457,1.23E-06
254.7,0.022861255,0.023427006,-1.73E-05
254.72,0.022928951,0.023407332,-1.01E-05
254.74,0.02286939,0.023404544,8.74E-06
254.76,0.02281812,0.023409036,-2.93E-05
254.78,0.022861101,0.023410585,-7.52E-06
254.8,0.022876452,0.023409966,2.49E-05
254.82,0.022881824,0.023391531,-5.60E-05
254.84,0.022873842,0.023423288,-4.60E-06
254.86,0.022863864,0.02342902,2.93E-05
254.88,0.022879368,0.023396333,-6.34E-05
254.9,0.022901627,0.023413529,-5.83E-06
254.92,0.022911451,0.023413529,2.19E-05
254.94,0.022867855,0.023434906,-1.35E-05
254.96,0.022922503,0.023435216,-4.48E-05
254.98,0.022924806,0.023422668,-1.69E-06
255,0.022892877,0.023413064,-3.34E-05
255.02,0.022911911,0.023412134,6.14E-07
255.04,0.022864171,0.023427781,1.27E-05
255.06,0.02288643,0.023423598,-1.14E-05
255.08,0.022920815,0.023413219,-5.63E-05
255.1,0.022846365,0.023424837,1.53E-07
255.12,0.022858645,0.02341043,3.02E-05
255.14,0.022883513,0.023402685,-2.98E-05
255.16,0.022884741,0.023405318,-1.84E-06
255.18,0.022854193,0.023389982,-3.31E-05
255.2,0.022848053,0.023420035,-1.70E-05
255.22,0.022898863,0.023434287,4.14E-06
255.24,0.022899631,0.02340222,6.60E-06
255.26,0.022873996,0.023398502,-3.68E-06
255.28,0.022861101,0.023423133,-2.87E-05
255.3,0.022911297,0.023414148,-5.38E-05
255.32,0.022908841,0.023420964,1.21E-05
255.34,0.022913139,0.023423753,2.33E-05
255.36,0.022905157,0.023430879,-2.61E-06
255.38,0.022879061,0.023435216,-5.75E-05
255.4,0.0228895,0.023430414,-4.72E-05
255.42,0.022918819,0.023396798,4.79E-05
255.44,0.022883513,0.023408417,-2.76E-06
255.46,0.022876298,0.023432428,-4.45E-05
255.48,0.022858031,0.023426696,1.07E-05
255.5,0.02285404,0.023426231,-2.35E-05
255.52,0.022907767,0.023387968,-4.43E-05
255.54,0.022873689,0.023399587,3.57E-05
255.56,0.022840685,0.023421584,-4.60E-07
255.58,0.022852198,0.023397728,-2.12E-05
255.6,0.02287507,0.023407487,-6.75E-06
255.62,0.022905157,0.023401136,-5.74E-05
255.64,0.0229136,0.023401291,4.45E-06
255.66,0.022879061,0.023432583,4.43E-05
255.68,0.022894258,0.023414303,-3.90E-05
255.7,0.022914061,0.023409656,-5.38E-05
255.72,0.022892877,0.023412444,-1.35E-05
255.74,0.022917284,0.023426541,3.99E-05
255.76,0.022905925,0.023441413,-2.96E-05
255.78,0.022889807,0.02342871,-3.37E-05
255.8,0.022865246,0.023420964,-1.30E-05
255.82,0.02288075,0.023411205,-1.92E-05
255.84,0.022875838,0.023409656,2.12E-05
255.86,0.022872614,0.023402995,-4.45E-06
255.88,0.022861101,0.023427006,-3.56E-05
255.9,0.022845597,0.023433048,-1.73E-05
255.92,0.022878294,0.023401291,-5.83E-06
255.94,0.022889653,0.023398502,1.04E-05
255.96,0.022887811,0.023399741,-1.93E-05
255.98,0.02286325,0.023415852,-2.22E-05
256,0.022894105,0.023422049,-1.20E-05
256.02,0.022901473,0.023402685,-2.78E-05
256.04,0.022901166,0.023404079,5.06E-06
256.06,0.022921582,0.02341167,6.44E-06
256.08,0.02289303,0.023418641,-2.15E-05
256.1,0.02286018,0.023417247,-2.73E-05
256.12,0.022892109,0.023398967,-1.95E-05
256.14,0.022899785,0.023427935,-1.58E-05
256.16,0.022910223,0.023432583,4.22E-05
256.18,0.022881824,0.023423908,-4.05E-05
256.2,0.022846518,0.023413374,-5.06E-05
256.22,0.022883359,0.023413993,6.14E-07
256.24,0.022889039,0.023423443,1.99E-05
256.26,0.022881517,0.02341926,9.05E-06
256.28,0.02287507,0.023415078,-5.00E-05
256.3,0.022881057,0.023415388,-4.92E-05
256.32,0.022871079,0.023422823,2.82E-05
256.34,0.022862943,0.023416007,2.27E-05
256.36,0.022897942,0.023390137,-1.83E-05
256.38,0.022912218,0.023396488,-3.45E-05
256.4,0.022882592,0.023431189,-2.93E-05
256.42,0.022876912,0.023414458,1.33E-05
256.44,0.022879675,0.023417866,-8.59E-06
256.46,0.022930946,0.023396488,-9.20E-06
256.48,0.022903469,0.023395249,-2.84E-05
256.5,0.022855114,0.023427161,-1.58E-05
256.52,0.022884741,0.023421739,7.98E-06
256.54,0.022881057,0.02341926,-1.04E-05
256.56,0.022926187,0.023387349,-3.73E-05
256.58,0.022862022,0.023424218,9.20E-06
256.6,0.022845904,0.023448229,-3.39E-05
256.62,0.022889653,0.023415388,7.67E-06
256.64,0.022872,0.023414303,1.15E-05
256.66,0.022900399,0.023410121,-5.05E-05
256.68,0.022883973,0.023420035,-1.84E-06
256.7,0.022867395,0.023435991,2.73E-05
256.72,0.022893798,0.02341043,-6.34E-05
256.74,0.022894412,0.023421429,2.91E-06
256.76,0.022887965,0.023441103,2.22E-05
256.78,0.022907767,0.023418331,-5.19E-05
256.8,0.022900092,0.023397108,-2.07E-05
256.82,0.022876452,0.023397728,6.29E-06
256.84,0.022892109,0.023431034,6.75E-06
256.86,0.022887197,0.023410585,-4.51E-05
256.88,0.022865246,0.023416162,2.91E-06
256.9,0.022931867,0.023409036,-1.99E-05
256.92,0.022875991,0.02338456,-1.53E-07
256.94,0.022837922,0.023415233,-2.84E-05
256.96,0.022891956,0.02340191,2.27E-05
256.98,0.022876145,0.023401291,2.30E-06
257,0.022884127,0.023410121,-7.19E-05
257.02,0.022896714,0.023426851,-1.04E-05
257.04,0.022861408,0.0234284,2.87E-05
257.06,0.022844676,0.023396488,-9.20E-06
257.08,0.02291928,0.0234284,-2.21E-05
257.1,0.022896714,0.023418641,-2.73E-05
257.12,0.022877526,0.023435526,-1.15E-05
257.14,0.022885816,0.023433667,4.60E-07
257.16,0.022912218,0.023418641,7.98E-06
257.18,0.02290746,0.023428245,-4.08E-05
257.2,0.022883513,0.02341136,-3.44E-05
257.22,0.02288075,0.023427626,3.53E-05
257.24,0.022896714,0.023408881,-6.23E-05
257.26,0.02290439,0.023395249,8.59E-06
257.28,0.022843602,0.023430724,3.84E-05
257.3,0.022895793,0.023414613,-6.20E-05
257.32,0.02289564,0.023377279,-3.25E-05
257.34,0.022846211,0.023418176,3.77E-05
257.36,0.022906846,0.023391376,-3.73E-05
257.38,0.022847439,0.023414303,-1.49E-05
257.4,0.022845597,0.023420964,-1.53E-06
257.42,0.022933402,0.023396488,-9.05E-06
257.44,0.02288643,0.02341136,-5.37E-06
257.46,0.022908688,0.023422978,-2.81E-05
257.48,0.022892877,0.023442342,1.56E-05
257.5,0.022861715,0.023418951,-1.17E-05
257.52,0.02290792,0.0234205,-4.68E-05
257.54,0.022924806,0.023417247,-3.87E-05
257.56,0.022879368,0.023418176,2.50E-05
257.58,0.022843755,0.023423753,1.26E-05
257.6,0.022894105,0.023418176,-4.53E-05
257.62,0.022902855,0.02342902,-1.55E-05
257.64,0.02288428,0.023418641,-2.61E-06
257.66,0.02284529,0.023382856,-6.29E-06
257.68,0.022870926,0.023405473,-2.07E-05
257.7,0.022917284,0.023424527,1.53E-07
257.72,0.02288121,0.023404699,-2.84E-05
257.74,0.022835773,0.023389827,-4.08E-05
257.76,0.022894565,0.023427006,5.17E-05
257.78,0.022912525,0.023415542,-9.20E-07
257.8,0.022876759,0.023387968,-6.04E-05
257.82,0.022877526,0.023422204,-4.79E-05
257.84,0.02288689,0.023439244,5.83E-05
257.86,0.022902394,0.023413374,-1.37E-05
257.88,0.022890574,0.023408107,-7.56E-05
257.9,0.022891956,0.023417401,4.42E-05
257.92,0.022882899,0.023439864,5.06E-06
257.94,0.022913447,0.023413374,-0.000102015
257.96,0.022890574,0.02341105,-1.40E-05
257.98,0.022881517,0.02345551,9.96E-05
258,0.022907153,0.023404544,-3.53E-05
258.02,0.02285143,0.023407332,-0.000121804
258.04,0.022867548,0.023430414,-2.45E-06
258.06,0.022909609,0.023421429,0.000102475
258.08,0.022860794,0.023388433,-6.75E-06
258.1,0.022855268,0.02340222,-0.000123799
258.12,0.022884741,0.0234205,2.06E-05
258.14,0.022866013,0.023409346,5.69E-05
258.16,0.0228895,0.023388123,-7.98E-05
258.18,0.022903315,0.023399741,-2.52E-05
258.2,0.022881364,0.023421119,5.81E-05
258.22,0.02289564,0.023401136,-1.44E-05
258.24,0.022887965,0.023413064,-9.34E-05
258.26,0.022897175,0.023407487,1.07E-06
258.28,0.022912679,0.023425767,7.09E-05
258.3,0.022881364,0.023447919,-1.10E-05
258.32,0.022880443,0.023417711,-0.000121958
258.34,0.022908688,0.023413529,-2.15E-06
258.36,0.022887044,0.023430259,7.30E-05
258.38,0.022871847,0.023408262,-4.54E-05
258.4,0.022873075,0.023420964,-2.95E-05
258.42,0.022884434,0.023439554,1.09E-05
258.44,0.022873842,0.023421119,-3.02E-05
258.46,0.022879675,0.023394629,-4.80E-05
258.48,0.022890267,0.023412134,3.13E-05
258.5,0.022865246,0.023425922,4.16E-05
258.52,0.022866167,0.023378364,-7.44E-05
258.54,0.022873842,0.02340284,-7.04E-05
258.56,0.022906999,0.023425612,5.83E-05
258.58,0.022908381,0.023402375,3.62E-05
258.6,0.022866013,0.023405473,-8.07E-05
258.62,0.022886276,0.02341167,-6.41E-05
258.64,0.02288996,0.023435061,6.75E-05
258.66,0.022902241,0.023412754,1.17E-05
258.68,0.022922196,0.023396024,-8.08E-05
258.7,0.022874763,0.023422668,-3.28E-05
258.72,0.022872461,0.023435216,5.28E-05
258.74,0.022859106,0.023413529,-2.33E-05
258.76,0.022904697,0.023409501,-4.53E-05
258.78,0.022900092,0.023409811,-1.20E-05
258.8,0.022852658,0.023434132,-1.23E-06
258.82,0.022869851,0.02343723,-5.52E-06
258.84,0.022860948,0.023412599,-2.33E-05
258.86,0.022896868,0.023394629,-2.91E-06
258.88,0.022883973,0.023392306,-2.91E-05
258.9,0.022864325,0.023427626,-1.18E-05
258.92,0.022910376,0.023416317,-1.26E-05
258.94,0.022917591,0.023405628,1.78E-05
258.96,0.02288382,0.023394474,-5.92E-05
258.98,0.022870926,0.023407797,-2.36E-05
259,0.022879829,0.023423443,3.07E-05
259.02,0.022923271,0.023407487,-2.67E-05
259.04,0.02288689,0.0234016,-1.32E-05
259.06,0.022862329,0.023431498,-2.59E-05
259.08,0.022870158,0.023425922,-2.18E-05
259.1,0.02287768,0.023417556,1.07E-05
259.12,0.022902548,0.023391531,-1.84E-06
259.14,0.022863864,0.023421119,-2.16E-05
259.16,0.022879215,0.023441568,-4.28E-05
259.18,0.022852505,0.023435836,-6.29E-06
259.2,0.022901013,0.023401136,1.79E-05
259.22,0.022921736,0.02338456,-1.41E-05
259.24,0.022848667,0.023436146,-3.67E-05
259.26,0.02285143,0.023418951,-2.68E-05
259.28,0.02288643,0.023424218,3.61E-05
259.3,0.022942766,0.023401291,-7.52E-06
259.32,0.02294292,0.023391686,-6.26E-05
259.34,0.022844523,0.023424218,-1.60E-05
259.36,0.022846672,0.023415078,1.84E-06
259.38,0.022889807,0.023399587,7.36E-06
259.4,0.022936779,0.023398347,2.10E-05
259.42,0.022923271,0.023400051,-6.34E-05
259.44,0.022837922,0.023443736,-4.74E-05
259.46,0.022876298,0.023421119,2.38E-05
259.48,0.022857264,0.023395714,1.53E-05
259.5,0.022897635,0.023416007,-6.90E-06
259.52,0.022887504,0.023416937,-5.66E-05
259.54,0.022808142,0.023427316,-1.55E-05
259.56,0.022894719,0.023431498,1.55E-05
259.58,0.0229136,0.023411825,-5.83E-06
259.6,0.022885202,0.023406558,-2.22E-05
259.62,0.022864325,0.023420809,-1.83E-05
259.64,0.022872154,0.023438469,-9.51E-06
259.66,0.022926187,0.023414923,-2.50E-05
259.68,0.022941384,0.023406867,1.72E-05
259.7,0.022875838,0.023411205,-2.09E-05
259.72,0.022865092,0.023405008,-3.99E-05
259.74,0.022908534,0.023415542,-2.67E-05
259.76,0.022908074,0.023396953,-1.23E-06
259.78,0.022866167,0.023404079,5.40E-05
259.8,0.022856957,0.023422978,-3.61E-05
259.82,0.022894565,0.023419105,-6.63E-05
259.84,0.022898556,0.023397263,-1.69E-06
259.86,0.022864939,0.023403924,9.05E-06
259.88,0.022830861,0.023422514,1.55E-05
259.9,0.022864785,0.02342871,-4.79E-05
259.92,0.022909916,0.023434597,-1.41E-05
259.94,0.0229136,0.023404699,-2.44E-05
259.96,0.022904697,0.023416007,1.38E-06
259.98,0.02287154,0.023440483,3.50E-05
260,0.022856189,0.023417401,-5.46E-05
260.02,0.022922196,0.023423288,-3.28E-05
260.04,0.022928951,0.023410585,-8.44E-06
260.06,0.022901627,0.023420655,-1.52E-05
260.08,0.02285972,0.023421274,1.55E-05
260.1,0.022866013,0.023396179,3.37E-06
260.12,0.022897021,0.023399587,-6.95E-05
260.14,0.022891495,0.023401755,1.29E-05
260.16,0.022869697,0.023413219,3.53E-06
260.18,0.02287461,0.023412289,-3.45E-05
260.2,0.022900552,0.02341198,1.09E-05
260.22,0.022858031,0.023400206,-5.17E-05
260.24,0.022875991,0.023400051,1.90E-05
260.26,0.022882438,0.023404389,-2.30E-06
260.28,0.02286893,0.023427161,-2.67E-05
260.3,0.022905771,0.023424372,-4.30E-06
260.32,0.022888118,0.023430414,-3.24E-05
260.34,0.022880443,0.023442652,2.02E-05
260.36,0.022909609,0.023397263,-6.18E-05
260.38,0.022878754,0.023425612,2.45E-05
260.4,0.022887351,0.02341926,-1.70E-05
260.42,0.022888272,0.023428865,-2.16E-05
260.44,0.022885355,0.023440019,-3.99E-06
260.46,0.022932328,0.02340284,-2.90E-05
260.48,0.022891956,0.023415852,-9.20E-06
260.5,0.022865706,0.023387968,-2.45E-05
260.52,0.02286586,0.023400981,8.74E-06
260.54,0.022875377,0.023434906,-1.53E-07
260.56,0.022897021,0.023409811,-2.61E-06
260.58,0.02290485,0.023396953,-6.11E-05
260.6,0.022865399,0.023405008,-2.95E-05
260.62,0.022840224,0.023423753,4.42E-05
260.64,0.022852965,0.02341198,2.15E-05
260.66,0.02290178,0.023390137,-7.24E-05
260.68,0.022897328,0.023426076,-5.32E-05
260.7,0.022891035,0.023434442,4.96E-05
260.72,0.022880443,0.023437385,1.07E-05
260.74,0.022861715,0.023412754,-5.80E-05
260.76,0.022926801,0.023402065,-1.84E-06
260.78,0.022885662,0.023440483,-9.20E-06
260.8,0.022910376,0.023424218,-2.22E-05
260.82,0.022927108,0.023427471,-7.82E-06
260.84,0.022886276,0.023408571,-7.21E-06
260.86,0.022874303,0.02341043,-4.91E-05
260.88,0.022869083,0.023431498,1.40E-05
260.9,0.022881057,0.023399432,1.50E-05
260.92,0.022901473,0.023399432,-5.86E-05
260.94,0.022893798,0.023421429,9.20E-06
260.96,0.02283301,0.023410121,-5.37E-06
260.98,0.022838536,0.023415078,-3.04E-05
261,0.022888732,0.023407952,1.93E-05
261.02,0.022904697,0.023377124,-2.33E-05
261.04,0.022870311,0.023423598,-3.57E-05
261.06,0.02288689,0.023435371,7.06E-06
261.08,0.022874917,0.02342871,-1.56E-05
261.1,0.022924038,0.02338394,-3.70E-05
261.12,0.022926801,0.023406093,3.42E-05
261.14,0.022848053,0.023443427,-1.53E-05
261.16,0.022892109,0.023426076,-6.09E-05
261.18,0.022896868,0.023440638,-4.30E-06
261.2,0.022904083,0.023408262,3.07E-05
261.22,0.022911758,0.023402065,-1.53E-05
261.24,0.022856342,0.023429949,-4.68E-05
261.26,0.022863404,0.023416782,-2.13E-05
261.28,0.022908841,0.023412289,-1.23E-06
261.3,0.022888579,0.023408417,2.24E-05
261.32,0.022885509,0.023408107,-3.02E-05
261.34,0.022881671,0.02342871,-2.68E-05
261.36,0.02286632,0.023389982,-2.65E-05
261.38,0.022860027,0.023397418,2.09E-05
261.4,0.022889346,0.023409966,6.14E-07
261.42,0.022872768,0.023426076,-1.20E-05
261.44,0.022879061,0.023414458,-4.63E-05
261.46,0.022931253,0.023400671,-1.29E-05
261.48,0.022862943,0.023416937,-1.76E-05
261.5,0.022877219,0.023414613,7.67E-06
261.52,0.022897942,0.023406248,1.92E-05
261.54,0.02288689,0.023423753,-5.03E-05
261.56,0.022944762,0.023433512,-3.21E-05
261.58,0.022900859,0.023430724,2.30E-06
261.6,0.022845597,0.023423288,-9.05E-06
261.62,0.022901013,0.023408107,-1.76E-05
261.64,0.022885048,0.023411515,2.13E-05
261.66,0.022867855,0.023425457,-4.53E-05
261.68,0.022909762,0.023417401,-5.17E-05
261.7,0.022881517,0.023400826,9.97E-06
261.72,0.022853426,0.023439089,4.77E-05
261.74,0.022891342,0.02340222,-4.89E-05
261.76,0.022861562,0.023403459,-1.63E-05
261.78,0.022860334,0.023402065,-3.04E-05
261.8,0.022914368,0.023396488,-2.41E-05
261.82,0.022873996,0.023431498,4.86E-05
261.84,0.022871386,0.023416472,-3.28E-05
261.86,0.022918666,0.023399277,-4.53E-05
261.88,0.022879675,0.023396024,-4.45E-06
261.9,0.022903315,0.023412909,-3.07E-07
261.92,0.022910683,0.023406867,-2.26E-05
261.94,0.022849128,0.023430569,-3.07E-07
261.96,0.022904697,0.023420964,-1.10E-05
261.98,0.022884587,0.023421894,-3.34E-05
262,0.022897789,0.023427781,-9.82E-06
262.02,0.022903469,0.023410275,-1.79E-05
262.04,0.022862176,0.023421119,1.12E-05
262.06,0.022868162,0.023412599,-4.68E-05
262.08,0.022882438,0.023429794,-2.19E-05
262.1,0.02290178,0.023410895,6.04E-05
262.12,0.022897635,0.023410121,-3.65E-05
262.14,0.022900399,0.023424527,-8.42E-05
262.16,0.0228304,0.023407022,-3.22E-06
262.18,0.02286325,0.023422049,5.22E-05
262.2,0.022957042,0.02338425,9.97E-06
262.22,0.022882592,0.023409501,-7.96E-05
262.24,0.022847132,0.023446215,-4.43E-05
262.26,0.022854807,0.023412754,4.20E-05
