Time (s),X-Axis (m/s2),Y- Axis (m/s2),Z-Axis (m/s2)
203.74,-0.015880701,,
203.76,-0.015873644,,
203.78,-0.015899108,,
203.8,-0.015867815,,
203.82,-0.015877172,,
203.84,-0.015891745,,
203.86,-0.015859072,,
203.88,-0.015832688,,
203.9,-0.015841585,,
203.92,-0.015852322,,
203.94,-0.015859992,,
203.96,-0.015841585,,
203.98,-0.015846493,,
204,-0.015858612,,
204.02,-0.015878553,,
204.04,-0.015873184,,
204.06,-0.015866742,,
204.08,-0.015904784,,
204.1,-0.015905551,,
204.12,-0.015884689,,
204.14,-0.01588024,,
204.16,-0.015884229,,
204.18,-0.015879627,,
204.2,-0.0158626,,
204.22,-0.015854777,,
204.24,-0.015851862,,
204.26,-0.015839897,,
204.28,-0.015842965,,
204.3,-0.015841278,,
204.32,-0.015838057,,
204.34,-0.015865975,,
204.36,-0.015878553,,
204.38,-0.01586306,,
204.4,-0.015884996,,
204.42,-0.015892819,,
204.44,-0.015892512,,
204.46,-0.01588699,,
204.48,-0.015894966,,
204.5,-0.01587932,,
204.52,-0.015865821,,
204.54,-0.015871343,,
204.56,-0.015847721,,
204.58,-0.015849868,,
204.6,-0.015856157,,
204.62,-0.015846493,,
204.64,-0.015840358,,
204.66,-0.015859072,,
204.68,-0.015866588,,
204.7,-0.015852322,,
204.72,-0.015866128,,
204.74,-0.01588653,,
204.76,-0.015880394,,
204.78,-0.015866281,,
204.8,-0.015879167,,
204.82,-0.015896654,,
204.84,-0.015883155,,
204.86,-0.015870883,,
204.88,-0.01587932,,
204.9,-0.015867509,,
204.92,-0.015869196,,
204.94,-0.015870116,,
204.96,-0.015841585,,
204.98,-0.015849101,,
205,-0.015856618,,
205.02,-0.015840971,,
205.04,-0.015850022,,
205.06,-0.015860606,,
205.08,-0.015862293,,
205.1,-0.015867662,,
205.12,-0.015887143,,
205.14,-0.015873031,,
205.16,-0.015874872,,
205.18,-0.015909539,,
205.2,-0.015883001,,
205.22,-0.015872724,,
205.24,-0.015877633,,
205.26,-0.015860146,,
205.28,-0.015859685,,
205.3,-0.01586352,,
205.32,-0.015856004,,
205.34,-0.015842505,,
205.36,-0.015840664,,
205.38,-0.015853856,,
205.4,-0.015871957,,
205.42,-0.015857998,,
205.44,-0.01586352,,
205.46,-0.015886836,,
205.48,-0.015874105,,
205.5,-0.015893279,,
205.52,-0.015884382,,
205.54,-0.015866128,,
205.56,-0.015877939,,
205.58,-0.015885302,,
205.6,-0.01587027,,
205.62,-0.015856464,,
205.64,-0.015857384,,
205.66,-0.015864134,,
205.68,-0.015863827,,
205.7,-0.015850175,,
205.72,-0.015859992,,
205.74,-0.015868889,,
205.76,-0.015852169,,
205.78,-0.015856924,,
205.8,-0.015875639,,
205.82,-0.015865514,,
205.84,-0.015863367,,
205.86,-0.015877479,,
205.88,-0.01587978,,
205.9,-0.015870576,,
205.92,-0.015882388,,
205.94,-0.015879167,,
205.96,-0.015864287,,
205.98,-0.015873338,,
206,-0.015873338,,
206.02,-0.01586306,,
206.04,-0.015860759,,
206.06,-0.015848334,,
206.08,-0.015857078,,
206.1,-0.015865821,,
206.12,-0.015856771,,
206.14,-0.015862447,,
206.16,-0.015856004,,
206.18,-0.015865361,,
206.2,-0.015881928,,
206.22,-0.015880394,,
206.24,-0.015882388,,
206.26,-0.01587073,,
206.28,-0.015873491,,
206.3,-0.015878553,,
206.32,-0.015878246,,
206.34,-0.015872877,,
206.36,-0.015857538,,
206.38,-0.015860146,,
206.4,-0.015855084,,
206.42,-0.015868276,,
206.44,-0.01587119,,
206.46,-0.015848027,,
206.48,-0.015857691,,
206.5,-0.015865514,,
206.52,-0.015868276,,
206.54,-0.015880394,,
206.56,-0.01586352,,
206.58,-0.015851555,,
206.6,-0.015874565,,
206.62,-0.01589604,,
206.64,-0.015866588,,
206.66,-0.01586168,,
206.68,-0.015877479,,
206.7,-0.015877786,,
206.72,-0.01588024,,
206.74,-0.015869656,,
206.76,-0.015865208,,
206.78,-0.015883768,,
206.8,-0.015861526,,
206.82,-0.015849255,,
206.84,-0.015872724,,
206.86,-0.015849868,,
206.88,-0.015861373,,
206.9,-0.015870423,,
206.92,-0.015845573,,
206.94,-0.015848027,,
206.96,-0.015878093,,
206.98,-0.015877939,,
207,-0.015865514,,
207.02,-0.015875025,,
207.04,-0.015881774,,
207.06,-0.015881774,,
207.08,-0.015883155,,
207.1,-0.015869503,,
207.12,-0.015869349,,
207.14,-0.015883308,,
207.16,-0.015861373,,
207.18,-0.015858458,,
207.2,-0.015859379,,
207.22,-0.015850942,,
207.24,-0.015860913,,
207.26,-0.015872264,,
207.28,-0.015853396,,
207.3,-0.015861066,,
207.32,-0.015860606,,
207.34,-0.015871957,,
207.36,-0.015872877,,
207.38,-0.015866435,,
207.4,-0.015881468,,
207.42,-0.015872724,,
207.44,-0.015873491,,
207.46,-0.015869656,,
207.48,-0.015883155,,
207.5,-0.015868582,,
207.52,-0.015864901,,
207.54,-0.015872724,,
207.56,-0.015869349,,
207.58,-0.015865054,,
207.6,-0.015859379,,
207.62,-0.01585447,,
207.64,-0.015860299,,
207.66,-0.015878553,,
207.68,-0.015855544,,
207.7,-0.015858151,,
207.72,-0.015870116,,
207.74,-0.015868582,,
207.76,-0.015875639,,
207.78,-0.015869656,,
207.8,-0.015881468,,
207.82,-0.015882695,,
207.84,-0.01586168,,
207.86,-0.015873031,,
207.88,-0.01587165,,
207.9,-0.015868429,,
207.92,-0.0158784,,
207.94,-0.015848948,,
207.96,-0.015844806,,
207.98,-0.015867509,,
208,-0.015872417,,
208.02,-0.015846954,,
208.04,-0.015855237,,
208.06,-0.015875945,,
208.08,-0.015872417,,
208.1,-0.015872264,,
208.12,-0.015873644,,
208.14,-0.015877172,,
208.16,-0.015886223,,
208.18,-0.015881928,,
208.2,-0.015879013,,
208.22,-0.015867355,,
208.24,-0.015860759,,
208.26,-0.015873184,,
208.28,-0.015873184,,
208.3,-0.015858918,,
208.32,-0.015828853,,
208.34,-0.015874258,,
208.36,-0.015873951,,
208.38,-0.015846493,,
208.4,-0.015861219,,
208.42,-0.015868736,,
208.44,-0.015866742,,
208.46,-0.01587211,,
208.48,-0.015877172,,
208.5,-0.015874258,,
208.52,-0.015869196,,
208.54,-0.015881314,,
208.56,-0.015876559,,
208.58,-0.015877633,,
208.6,-0.015874872,,
208.62,-0.0158626,,
208.64,-0.015884689,,
208.66,-0.015864594,,
208.68,-0.015846954,,
208.7,-0.015866742,,
208.72,-0.015865821,,
208.74,-0.015847567,,
208.76,-0.015851709,,
208.78,-0.015870423,,
208.8,-0.015867815,,
208.82,-0.015865668,,
208.84,-0.015879013,,
208.86,-0.015870883,,
208.88,-0.015883001,,
208.9,-0.015875485,,
208.92,-0.015884382,,
208.94,-0.015873798,,
208.96,-0.015875639,,
208.98,-0.015878706,,
209,-0.015859532,,
209.02,-0.015862907,,
209.04,-0.015848948,,
209.06,-0.015850175,,
209.08,-0.015862447,,
209.1,-0.015848181,,
209.12,-0.015853089,,
209.14,-0.015867662,,
209.16,-0.015853703,,
209.18,-0.015884689,,
209.2,-0.015892972,,
209.22,-0.015869963,,
209.24,-0.015881774,,
209.26,-0.015886683,,
209.28,-0.015887297,,
209.3,-0.015875945,,
209.32,-0.015881468,,
209.34,-0.015870576,,
209.36,-0.015855851,,
209.38,-0.015848027,,
209.4,-0.01586398,,
209.42,-0.01586168,,
209.44,-0.01584542,,
209.46,-0.015847567,,
209.48,-0.015861526,,
209.5,-0.015860606,,
209.52,-0.015867355,,
209.54,-0.015877479,,
209.56,-0.015873031,,
209.58,-0.015875639,,
209.6,-0.015886223,,
209.62,-0.015885763,,
209.64,-0.015866281,,
209.66,-0.015885763,,
209.68,-0.015886376,,
209.7,-0.015875178,,
209.72,-0.015861986,,
209.74,-0.015856771,,
209.76,-0.015864747,,
209.78,-0.015867815,,
209.8,-0.015858458,,
209.82,-0.015855237,,
209.84,-0.015851862,,
209.86,-0.015856311,,
209.88,-0.015860913,,
209.9,-0.015875792,,
209.92,-0.015862447,,
209.94,-0.0158784,,
209.96,-0.015873644,,
209.98,-0.015875639,,
210,-0.015891898,,
210.02,-0.01588745,,
210.04,-0.015876405,,
210.06,-0.015866281,,
210.08,-0.015879934,,
210.1,-0.015858151,,
210.12,-0.015865208,,
210.14,-0.015856618,,
210.16,-0.015847414,,
210.18,-0.015850942,,
210.2,-0.015856311,,
210.22,-0.015844653,,
210.24,-0.01587027,,
210.26,-0.015868889,,
210.28,-0.015879473,,
210.3,-0.01587073,,
210.32,-0.015864287,,
210.34,-0.015902329,,
210.36,-0.015890825,,
210.38,-0.015873951,,
210.4,-0.015882081,,
210.42,-0.015872724,,
210.44,-0.015865975,,
210.46,-0.015876099,,
210.48,-0.015849868,,
210.5,-0.015846493,,
210.52,-0.015860606,,
210.54,-0.015856157,,
210.56,-0.015852783,,
210.58,-0.015853243,,
210.6,-0.015857845,,
210.62,-0.01587027,,
210.64,-0.015874565,,
210.66,-0.015870883,,
210.68,-0.015875639,,
210.7,-0.015878553,,
210.72,-0.01587932,,
210.74,-0.015890825,,
210.76,-0.01587165,,
210.78,-0.015871497,,
210.8,-0.015883155,,
210.82,-0.015871497,,
210.84,-0.015862907,,
210.86,-0.015871037,,
210.88,-0.015859225,,
210.9,-0.015848488,,
210.92,-0.015858612,,
210.94,-0.015857384,,
210.96,-0.015850788,,
210.98,-0.015861066,,
211,-0.015862753,,
211.02,-0.015859839,,
211.04,-0.015880394,,
211.06,-0.015869349,,
211.08,-0.01588791,,
211.1,-0.015889291,,
211.12,-0.01586168,,
211.14,-0.015891745,,
211.16,-0.015884075,,
211.18,-0.015866128,,
211.2,-0.015851249,,
211.22,-0.015876559,,
211.24,-0.01586306,,
211.26,-0.015842198,,
211.28,-0.015877633,,
211.3,-0.01584634,,
211.32,-0.015850635,,
211.34,-0.015869196,,
211.36,-0.015868736,,
211.38,-0.015869503,,
211.4,-0.015873491,,
211.42,-0.015876252,,
211.44,-0.015878706,,
211.46,-0.015857538,,
211.48,-0.015877326,,
211.5,-0.015896807,,
211.52,-0.01587165,,
211.54,-0.015849561,,
211.56,-0.015869809,,
211.58,-0.015880854,,
211.6,-0.015859225,,
211.62,-0.01587932,,
211.64,-0.015867202,,
211.66,-0.015842352,,
211.68,-0.015850022,,
211.7,-0.015872877,,
211.72,-0.015878093,,
211.74,-0.015852936,,
211.76,-0.015855084,,
211.78,-0.015867509,,
211.8,-0.015889904,,
211.82,-0.015880854,,
211.84,-0.015882081,,
211.86,-0.015861986,,
211.88,-0.015877633,,
211.9,-0.015913987,,
211.92,-0.015863367,,
211.94,-0.01583821,,
211.96,-0.015865821,,
211.98,-0.015872724,,
212,-0.015872417,,
212.02,-0.0158468,,
212.04,-0.015819189,,
212.06,-0.015877326,,
212.08,-0.015897114,,
212.1,-0.015839284,,
212.12,-0.015857231,,
212.14,-0.015900949,,
212.16,-0.015875025,,
212.18,-0.015873338,,
212.2,-0.015882541,,
212.22,-0.015871343,,
212.24,-0.015876405,,
212.26,-0.015896347,,
212.28,-0.015844039,,
212.3,-0.015845726,,
212.32,-0.015884842,,
212.34,-0.015867662,,
212.36,-0.015851402,,
212.38,-0.015852936,,
212.4,-0.015863827,,
212.42,-0.015865975,,
212.44,-0.015873031,,
212.46,-0.015860452,,
212.48,-0.015868429,,
212.5,-0.015877172,,
212.52,-0.015881007,,
212.54,-0.015869656,,
212.56,-0.015867815,,
212.58,-0.015876099,,
212.6,-0.015885456,,
212.62,-0.015868276,,
212.64,-0.015884229,,
212.66,-0.015853703,,
212.68,-0.015860452,,
212.7,-0.015876099,,
212.72,-0.01586352,,
212.74,-0.015860299,,
212.76,-0.015836983,,
212.78,-0.015861066,,
212.8,-0.015860606,,
212.82,-0.015860606,,
212.84,-0.015867202,,
212.86,-0.015873338,,
212.88,-0.015879627,,
212.9,-0.01588653,,
212.92,-0.015886683,,
212.94,-0.015884075,,
212.96,-0.01587165,,
212.98,-0.015891745,,
213,-0.015878553,,
213.02,-0.015867048,,
213.04,-0.015841585,,
213.06,-0.015851555,,
213.08,-0.015870423,,
213.1,-0.015865668,,
213.12,-0.015847721,,
213.14,-0.015832688,,
213.16,-0.015869809,,
213.18,-0.015876559,,
213.2,-0.01587119,,
213.22,-0.015874565,,
213.24,-0.015867509,,
213.26,-0.01587119,,
213.28,-0.015897421,,
213.3,-0.015877172,,
213.32,-0.015849101,,
213.34,-0.01588791,,
213.36,-0.015884842,,
213.38,-0.015853243,,
213.4,-0.015865054,,
213.42,-0.015872264,,
213.44,-0.015868429,,
213.46,-0.015868122,,
213.48,-0.015866128,,
213.5,-0.015864901,,
213.52,-0.015861066,,
213.54,-0.01585539,,
213.56,-0.015860606,,
213.58,-0.01585493,,
213.6,-0.01587027,,
213.62,-0.015865208,,
213.64,-0.015874411,,
213.66,-0.015857845,,
213.68,-0.01587886,,
213.7,-0.015891898,,
213.72,-0.015874872,,
213.74,-0.015886069,,
213.76,-0.015886223,,
213.78,-0.015872264,,
213.8,-0.015847414,,
213.82,-0.015876252,,
213.84,-0.015878706,,
213.86,-0.015840051,,
213.88,-0.015842812,,
213.9,-0.015861219,,
213.92,-0.015851709,,
213.94,-0.015853089,,
213.96,-0.015873491,,
213.98,-0.015875178,,
214,-0.015864901,,
214.02,-0.01587978,,
214.04,-0.015885149,,
214.06,-0.015881621,,
214.08,-0.01588024,,
214.1,-0.015880087,,
214.12,-0.01587073,,
214.14,-0.015874872,,
214.16,-0.015858918,,
214.18,-0.015864134,,
214.2,-0.015869043,,
214.22,-0.015849101,,
214.24,-0.015859992,,
214.26,-0.015859379,,
214.28,-0.015873491,,
214.3,-0.015864747,,
214.32,-0.015855697,,
214.34,-0.015859379,,
214.36,-0.015880701,,
214.38,-0.015880087,,
214.4,-0.01585493,,
214.42,-0.015859839,,
214.44,-0.015885302,,
214.46,-0.015878553,,
214.48,-0.015869963,,
214.5,-0.015874105,,
214.52,-0.015868122,,
214.54,-0.015874872,,
214.56,-0.015881468,,
214.58,-0.015875332,,
214.6,-0.015854317,,
214.62,-0.015856311,,
214.64,-0.015867048,,
214.66,-0.01586214,,
214.68,-0.01585447,,
214.7,-0.015864441,,
214.72,-0.015859379,,
214.74,-0.015862293,,
214.76,-0.01587211,,
214.78,-0.015890518,,
214.8,-0.015865514,,
214.82,-0.015863213,,
214.84,-0.01588791,,
214.86,-0.015881007,,
214.88,-0.015875025,,
214.9,-0.01587027,,
214.92,-0.015852783,,
214.94,-0.015863674,,
214.96,-0.015856311,,
214.98,-0.015864287,,
215,-0.015864441,,
215.02,-0.01583683,,
215.04,-0.015868736,,
215.06,-0.015881928,,
215.08,-0.015875792,,
215.1,-0.015859379,,
215.12,-0.015894966,,
215.14,-0.015881468,,
215.16,-0.015865975,,
215.18,-0.015880701,,
215.2,-0.015859685,,
215.22,-0.015874718,,
215.24,-0.015886836,,
215.26,-0.01585355,,
215.28,-0.015856464,,
215.3,-0.015852169,,
215.32,-0.015880854,,
215.34,-0.015869656,,
215.36,-0.015852169,,
215.38,-0.01587978,,
215.4,-0.015849868,,
215.42,-0.015865975,,
215.44,-0.015873031,,
215.46,-0.015866281,,
215.48,-0.015869349,,
215.5,-0.015874872,,
215.52,-0.015877172,,
215.54,-0.015876405,,
215.56,-0.015853856,,
215.58,-0.015881468,,
215.6,-0.015888217,,
215.62,-0.015873031,,
215.64,-0.015872417,,
215.66,-0.015838057,,
215.68,-0.015854163,,
215.7,-0.015891592,,
215.72,-0.015873184,,
215.74,-0.015841278,,
215.76,-0.015852476,,
215.78,-0.01588653,,
215.8,-0.015882695,,
215.82,-0.015859072,,
215.84,-0.015859072,,
215.86,-0.015888064,,
215.88,-0.015898034,,
215.9,-0.015862293,,
215.92,-0.015852629,,
215.94,-0.01587211,,
215.96,-0.015884996,,
215.98,-0.015860452,,
216,-0.01585493,,
216.02,-0.015852169,,
216.04,-0.015855544,,
216.06,-0.015865821,,
216.08,-0.015880854,,
216.1,-0.015861373,,
216.12,-0.015844192,,
216.14,-0.015908772,,
216.16,-0.015881774,,
216.18,-0.015860759,,
216.2,-0.015884075,,
216.22,-0.015880547,,
216.24,-0.015866128,,
216.26,-0.0158784,,
216.28,-0.015876712,,
216.3,-0.015835909,,
216.32,-0.015860146,,
216.34,-0.015882541,,
216.36,-0.01587073,,
216.38,-0.015841125,,
216.4,-0.015850175,,
216.42,-0.015878553,,
216.44,-0.015876405,,
216.46,-0.015879627,,
216.48,-0.015842812,,
216.5,-0.015882541,,
216.52,-0.015893126,,
216.54,-0.015851249,,
216.56,-0.01588837,,
216.58,-0.015851555,,
216.6,-0.015880854,,
216.62,-0.015902483,,
216.64,-0.015856311,,
216.66,-0.015845573,,
216.68,-0.0158626,,
216.7,-0.015892205,,
216.72,-0.015876559,,
216.74,-0.015839591,,
216.76,-0.015846647,,
216.78,-0.015884535,,
216.8,-0.015868889,,
216.82,-0.015855697,,
216.84,-0.015874718,,
216.86,-0.015864287,,
216.88,-0.015857231,,
216.9,-0.015901102,,
216.92,-0.015870116,,
216.94,-0.01586168,,
216.96,-0.015877326,,
216.98,-0.015886069,,
217,-0.015880547,,
217.02,-0.015846954,,
217.04,-0.015865514,,
217.06,-0.01585355,,
217.08,-0.015879167,,
217.1,-0.01585401,,
217.12,-0.015850175,,
217.14,-0.015858612,,
217.16,-0.015868582,,
217.18,-0.015900642,,
217.2,-0.015865975,,
217.22,-0.015859992,,
217.24,-0.01587027,,
217.26,-0.015902636,,
217.28,-0.015891592,,
217.3,-0.015842965,,
217.32,-0.015861833,,
217.34,-0.015877172,,
217.36,-0.015864441,,
217.38,-0.01585401,,
217.4,-0.015859379,,
217.42,-0.015856004,,
217.44,-0.015863367,,
217.46,-0.015884996,,
217.48,-0.01585493,,
217.5,-0.015848641,,
217.52,-0.015890978,,
217.54,-0.015904477,,
217.56,-0.015854317,,
217.58,-0.015869963,,
217.6,-0.015859532,,
217.62,-0.015870423,,
217.64,-0.015895733,,
217.66,-0.015856771,,
217.68,-0.015846033,,
217.7,-0.0158626,,
217.72,-0.015864747,,
217.74,-0.015877326,,
217.76,-0.015876099,,
217.78,-0.015846954,,
217.8,-0.015867509,,
217.82,-0.015897881,,
217.84,-0.015868736,,
217.86,-0.015850175,,
217.88,-0.015880087,,
217.9,-0.015875025,,
217.92,-0.01587073,,
217.94,-0.015875485,,
217.96,-0.015866128,,
217.98,-0.015865975,,
218,-0.015869196,,
218.02,-0.015869196,,
218.04,-0.015866588,,
218.06,-0.015870576,,
218.08,-0.015854623,,
218.1,-0.015843732,,
218.12,-0.015867202,,
218.14,-0.015860452,,
218.16,-0.01585401,,
218.18,-0.015878093,,
218.2,-0.015894046,,
218.22,-0.015849408,,
218.24,-0.015878246,,
218.26,-0.015889291,,
218.28,-0.015898341,,
218.3,-0.015902022,,
218.32,-0.015859072,,
218.34,-0.015860759,,
218.36,-0.015857538,,
218.38,-0.015902636,,
218.4,-0.015861219,,
218.42,-0.015817655,,
218.44,-0.015845573,,
218.46,-0.015860299,,
218.48,-0.015866588,,
218.5,-0.015861526,,
218.52,-0.015822717,,
218.54,-0.015876252,,
218.56,-0.015893739,,
218.58,-0.015898648,,
218.6,-0.015877019,,
218.62,-0.015860913,,
218.64,-0.015896193,,
218.66,-0.015898188,,
218.68,-0.01590371,,
218.7,-0.015855851,,
218.72,-0.015842352,,
218.74,-0.015882541,,
218.76,-0.015861219,,
218.78,-0.015839591,,
218.8,-0.015868429,,
218.82,-0.015837903,,
218.84,-0.015858458,,
218.86,-0.015848641,,
218.88,-0.01586306,,
218.9,-0.015865208,,
218.92,-0.01587211,,
218.94,-0.015886836,,
218.96,-0.015873184,,
218.98,-0.015877019,,
219,-0.015877172,,
219.02,-0.01589558,,
219.04,-0.015893739,,
219.06,-0.015876405,,
219.08,-0.015883922,,
219.1,-0.015867509,,
219.12,-0.015849868,,
219.14,-0.015877939,,
219.16,-0.015865361,,
219.18,-0.015846647,,
219.2,-0.015840818,,
219.22,-0.015847874,,
219.24,-0.015857998,,
219.26,-0.015848027,,
219.28,-0.015858305,,
219.3,-0.015869196,,
219.32,-0.015884075,,
219.34,-0.015887603,,
219.36,-0.015864747,,
219.38,-0.015881161,,
219.4,-0.015917976,,
219.42,-0.0158965,,
219.44,-0.0158626,,
219.46,-0.015872724,,
219.48,-0.015869963,,
219.5,-0.015878093,,
219.52,-0.015852629,,
219.54,-0.015835909,,
219.56,-0.015843119,,
219.58,-0.015877939,,
219.6,-0.015868736,,
219.62,-0.015818115,,
219.64,-0.015854163,,
219.66,-0.015892972,,
219.68,-0.015884535,,
219.7,-0.015873338,,
219.72,-0.015867815,,
219.74,-0.015865361,,
219.76,-0.015894353,,
219.78,-0.015907391,,
219.8,-0.015875945,,
219.82,-0.01585493,,
219.84,-0.015886223,,
219.86,-0.015871497,,
219.88,-0.015861066,,
219.9,-0.015867355,,
219.92,-0.015848948,,
219.94,-0.015863213,,
219.96,-0.015850788,,
219.98,-0.015849101,,
220,-0.015859992,,
220.02,-0.015864901,,
220.04,-0.015862293,,
220.06,-0.015870576,,
220.08,-0.015885302,,
220.1,-0.015867355,,
220.12,-0.015872877,,
220.14,-0.015894813,,
220.16,-0.015892819,,
220.18,-0.015889904,,
220.2,-0.015864901,,
220.22,-0.015861066,,
220.24,-0.015878706,,
220.26,-0.015872571,,
220.28,-0.015855851,,
220.3,-0.015836063,,
220.32,-0.015856924,,
220.34,-0.015864594,,
220.36,-0.015850022,,
220.38,-0.015830694,,
220.4,-0.015874565,,
220.42,-0.015904323,,
220.44,-0.015873031,,
220.46,-0.015852783,,
220.48,-0.015881314,,
220.5,-0.015909539,,
220.52,-0.015905704,,
220.54,-0.015864134,,
220.56,-0.015851249,,
220.58,-0.015888217,,
220.6,-0.015875945,,
220.62,-0.015846954,,
220.64,-0.015849255,,
220.66,-0.015859379,,
220.68,-0.015858918,,
220.7,-0.01585401,,
220.72,-0.015845266,,
220.74,-0.015870116,,
220.76,-0.01587886,,
220.78,-0.01587119,,
220.8,-0.015872571,,
220.82,-0.015885302,,
220.84,-0.015885916,,
220.86,-0.015883155,,
220.88,-0.015874411,,
220.9,-0.015872877,,
220.92,-0.015882235,,
220.94,-0.015868276,,
220.96,-0.015849255,,
220.98,-0.015865054,,
221,-0.015861833,,
221.02,-0.015852936,,
221.04,-0.015873798,,
221.06,-0.015857538,,
221.08,-0.015844806,,
221.1,-0.015858612,,
221.12,-0.015873644,,
221.14,-0.015882541,,
221.16,-0.015875332,,
221.18,-0.015862447,,
221.2,-0.015861373,,
221.22,-0.015908772,,
221.24,-0.015898341,,
221.26,-0.015846647,,
221.28,-0.01588699,,
221.3,-0.01588791,,
221.32,-0.015872877,,
221.34,-0.015860146,,
221.36,-0.01583821,,
221.38,-0.01586398,,
221.4,-0.015871497,,
221.42,-0.015848794,,
221.44,-0.015839897,,
221.46,-0.015849715,,
221.48,-0.015876099,,
221.5,-0.015871343,,
221.52,-0.015881161,,
221.54,-0.01589466,,
221.56,-0.015875178,,
221.58,-0.015879473,,
221.6,-0.015883615,,
221.62,-0.015897421,,
221.64,-0.015885916,,
221.66,-0.01585539,,
221.68,-0.0158626,,
221.7,-0.015850328,,
221.72,-0.015866742,,
221.74,-0.01586306,,
221.76,-0.015838824,,
221.78,-0.01586306,,
221.8,-0.015856157,,
221.82,-0.015864901,,
221.84,-0.015874718,,
221.86,-0.01585447,,
221.88,-0.015875945,,
221.9,-0.01590371,,
221.92,-0.015880394,,
221.94,-0.01586352,,
221.96,-0.015884535,,
221.98,-0.015883462,,
222,-0.015869963,,
222.02,-0.01589512,,
222.04,-0.015866128,,
222.06,-0.015840664,,
222.08,-0.015869043,,
222.1,-0.015850788,,
222.12,-0.015851095,,
222.14,-0.01587073,,
222.16,-0.01585447,,
222.18,-0.01584726,,
222.2,-0.015846187,,
222.22,-0.015886683,,
222.24,-0.015890978,,
222.26,-0.015857845,,
222.28,-0.015866742,,
222.3,-0.015894199,,
222.32,-0.015910613,,
222.34,-0.015877939,,
222.36,-0.015868582,,
222.38,-0.015883308,,
222.4,-0.015879013,,
222.42,-0.015876252,,
222.44,-0.01586214,,
222.46,-0.015838977,,
222.48,-0.015849715,,
222.5,-0.015866435,,
222.52,-0.015855851,,
222.54,-0.015844346,,
222.56,-0.015856464,,
222.58,-0.015861986,,
222.6,-0.01586352,,
222.62,-0.015885763,,
222.64,-0.015888064,,
222.66,-0.015866435,,
222.68,-0.015877939,,
222.7,-0.015882388,,
222.72,-0.015889904,,
222.74,-0.015894813,,
222.76,-0.015872417,,
222.78,-0.015868582,,
222.8,-0.015857384,,
222.82,-0.015871497,,
222.84,-0.01586352,,
222.86,-0.015851862,,
222.88,-0.0158626,,
222.9,-0.015845573,,
222.92,-0.015853856,,
222.94,-0.015869656,,
222.96,-0.015858458,,
222.98,-0.0158626,,
223,-0.015881928,,
223.02,-0.01588024,,
223.04,-0.015869656,,
223.06,-0.015887297,,
223.08,-0.015898034,,
223.1,-0.015863213,,
223.12,-0.01587165,,
223.14,-0.015885916,,
223.16,-0.015877326,,
223.18,-0.015855851,,
223.2,-0.015845266,,
223.22,-0.015873644,,
223.24,-0.015850635,,
223.26,-0.015852016,,
223.28,-0.015871037,,
223.3,-0.015867815,,
223.32,-0.01585401,,
223.34,-0.015876712,,
223.36,-0.015885763,,
223.38,-0.015872724,,
223.4,-0.015880087,,
223.42,-0.015879934,,
223.44,-0.015869043,,
223.46,-0.015872264,,
223.48,-0.015869503,,
223.5,-0.015867048,,
223.52,-0.015856924,,
223.54,-0.015838824,,
223.56,-0.015893739,,
223.58,-0.0158784,,
223.6,-0.015839284,,
223.62,-0.01587119,,
223.64,-0.015878093,,
223.66,-0.015865821,,
223.68,-0.015887143,,
223.7,-0.015890211,,
223.72,-0.015864441,,
223.74,-0.015866128,,
223.76,-0.015877172,,
223.78,-0.015862753,,
223.8,-0.015867969,,
223.82,-0.015877633,,
223.84,-0.015856464,,
223.86,-0.015857691,,
223.88,-0.015859225,,
223.9,-0.015863827,,
223.92,-0.015882388,,
223.94,-0.015884689,,
223.96,-0.015852016,,
223.98,-0.015855697,,
224,-0.015878706,,
224.02,-0.015881314,,
224.04,-0.015883001,,
224.06,-0.015851709,,
224.08,-0.015858151,,
224.1,-0.015875178,,
224.12,-0.015864441,,
224.14,-0.015870423,,
224.16,-0.015876099,,
224.18,-0.01585401,,
224.2,-0.015861373,,
224.22,-0.015880394,,
224.24,-0.015869963,,
224.26,-0.01586352,,
224.28,-0.015869656,,
224.3,-0.015868582,,
224.32,-0.015873798,,
224.34,-0.015869503,,
224.36,-0.015859992,,
224.38,-0.015874565,,
224.4,-0.015883308,,
224.42,-0.015877326,,
224.44,-0.015866588,,
224.46,-0.015877172,,
224.48,-0.015873031,,
224.5,-0.015864901,,
224.52,-0.015864134,,
224.54,-0.015875332,,
224.56,-0.015859225,,
224.58,-0.01583867,,
224.6,-0.015850022,,
224.62,-0.015869349,,
224.64,-0.015871497,,
224.66,-0.015859225,,
224.68,-0.015867048,,
224.7,-0.015875332,,
224.72,-0.015889597,,
224.74,-0.015897727,,
224.76,-0.01587165,,
224.78,-0.015887297,,
224.8,-0.015892052,,
224.82,-0.015861986,,
224.84,-0.015857998,,
224.86,-0.015859072,,
224.88,-0.015878553,,
224.9,-0.015850482,,
224.92,-0.015838977,,
224.94,-0.015864747,,
224.96,-0.015875485,,
224.98,-0.015859839,,
225,-0.015858458,,
225.02,-0.015878706,,
225.04,-0.015883615,,
225.06,-0.015871957,,
225.08,-0.015858765,,
225.1,-0.015872264,,
225.12,-0.01587886,,
225.14,-0.015867048,,
225.16,-0.015868889,,
225.18,-0.015869503,,
225.2,-0.015875025,,
225.22,-0.015881314,,
225.24,-0.015872417,,
225.26,-0.015874411,,
